DATA,Max:,,80,,,262375,,,,,,,,,,,PARAMS,,,,,,,,,,,MODEL,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Is_Male,Embarked_S,Embarked_C,Pclass_1,Pclass_2,Age_N,Log_Fare,Ones,,Age,SibSp,Parch,Is_Male,Embarked_S,Embarked_C,Pclass_1,Pclass_2,Const,,,Linear,Loss
1,2,female,25,1,1,30,S,0,1,0,0,1,"0,3125","1,491",1,,"0,101","0,274","0,420","0,758","0,718","0,440","0,342","0,450",,,,,
1,1,female,39,1,1,"110,8833",C,0,0,1,1,0,"0,4875","2,049",1,,"0,922","0,151","0,326","0,657","0,115","0,872","0,141","0,876",,,,,
0,2,male,54,0,0,26,S,1,1,0,0,1,"0,675","1,431",1,,"0,542","0,097","0,406","0,112","0,135","0,502","0,438","0,556",,,,,
0,1,male,36,0,0,40125,C,1,0,1,1,0,"0,45","4,603",1,,"0,190","0,648","0,077","0,477","0,813","0,157","0,590","0,711",,,,,
0,3,male,,0,0,8.7125,C,,,,,,,,,,,,,,,,,,,,,,
1,1,female,18,0,2,"79,65",S,0,1,0,1,0,"0,225","1,907",1,,"0,667","0,190","0,560","0,919","0,055","0,710","0,004","0,788",,,,,
0,2,male,47,0,0,15,S,1,1,0,0,1,"0,5875","1,204",1,,"0,201","0,922","0,180","0,849","0,390","0,304","0,413","0,181",,,,,
1,1,male,60,1,1,"79,2",C,1,0,1,1,0,"0,75","1,904",1,,"0,763","0,239","0,983","0,171","0,961","0,453","0,358","0,480",,,,,
0,3,male,22,0,0,"8,05",S,1,1,0,0,0,"0,275","0,957",1,,"0,488","0,452","0,062","0,284","0,762","0,174","0,036","0,521",,,,,
0,3,male,,0,0,8.05,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,35,0,0,7125,S,1,1,0,0,0,"0,4375","3,853",1,,"0,289","0,801","0,009","0,357","0,900","0,449","0,945","0,860",,,,,
1,1,female,52,1,0,"78,2667",C,0,0,1,1,0,"0,65","1,899",1,,"0,541","0,093","0,311","0,768","0,408","0,422","0,036","0,907",,,,,
0,3,male,47,0,0,"7,25",S,1,1,0,0,0,"0,5875","0,916",1,,"0,304","0,978","0,677","0,376","0,923","0,914","0,029","0,866",,,,,
0,3,female,,0,2,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
0,2,male,37,1,0,26,S,1,1,0,0,1,"0,4625","1,431",1,,"0,839","0,798","0,167","0,519","0,070","0,278","0,103","0,196",,,,,
0,3,male,36,1,1,"24,15",S,1,1,0,0,0,"0,45","1,401",1,,"0,815","0,185","0,731","0,367","0,778","0,093","0,184","0,717",,,,,
1,2,female,,0,0,33,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,49,0,0,0,S,1,1,0,0,0,"0,6125","0,000",1,,"0,321","0,256","0,623","0,638","0,335","0,016","0,440","0,461",,,,,
0,3,male,,0,0,7225,C,,,,,,,,,,,,,,,,,,,,,,
1,1,male,49,1,0,"56,9292",C,1,0,1,1,0,"0,6125","1,763",1,,"0,454","0,390","0,694","0,792","0,842","0,392","0,998","0,131",,,,,
1,2,female,24,2,1,27,S,0,1,0,0,1,"0,3","1,447",1,,"0,770","0,210","0,082","0,937","0,627","0,163","0,078","0,739",,,,,
0,3,male,,0,0,7.8958,S,,,,,,,,,,,,,,,,,,,,,,
0,1,male,,0,0,42.4,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,44,0,0,"8,05",S,1,1,0,0,0,"0,55","0,957",1,,"0,939","0,596","0,118","0,246","0,701","0,968","0,521","0,921",,,,,
1,1,male,35,0,0,"26,55",C,1,0,1,1,0,"0,4375","1,440",1,,"0,493","0,768","0,980","0,735","0,388","0,175","0,107","0,255",,,,,
0,3,male,36,1,0,"15,55",S,1,1,0,0,0,"0,45","1,219",1,,"0,296","0,767","0,760","0,907","0,663","0,391","0,264","0,853",,,,,
0,3,male,30,0,0,"7,8958",S,1,1,0,0,0,"0,375","0,949",1,,"0,008","0,016","0,102","0,895","0,930","0,196","0,807","0,792",,,,,
1,1,male,27,0,0,"30,5",S,1,1,0,1,0,"0,3375","1,498",1,,"0,216","0,332","0,021","0,177","0,067","0,488","0,612","0,379",,,,,
1,2,female,22,1,2,"41,5792",C,0,0,1,0,1,"0,275","1,629",1,,"0,959","0,730","0,295","0,588","0,688","0,676","0,330","0,659",,,,,
1,1,female,40,0,0,"153,4625",S,0,1,0,1,0,"0,5","2,189",1,,"0,327","0,321","0,272","0,796","0,897","0,014","0,851","0,931",,,,,
0,3,female,39,1,5,31275,S,0,1,0,0,0,"0,4875","4,495",1,,"0,823","0,500","0,853","0,733","0,250","0,808","0,806","0,921",,,,,
0,3,male,,0,0,7.05,S,,,,,,,,,,,,,,,,,,,,,,
1,3,female,,1,0,15.5,Q,,,,,,,,,,,,,,,,,,,,,,
0,3,male,,0,0,7.75,Q,,,,,,,,,,,,,,,,,,,,,,
0,3,male,35,0,0,"8,05",S,1,1,0,0,0,"0,4375","0,957",1,,"0,358","0,553","0,958","0,275","0,589","0,193","0,101","0,642",,,,,
1,2,female,24,1,2,65,S,0,1,0,0,1,"0,3","1,820",1,,"0,245","0,823","0,993","0,612","0,851","0,851","0,137","0,650",,,,,
0,3,male,34,1,1,"14,4",S,1,1,0,0,0,"0,425","1,188",1,,"0,331","0,606","0,766","0,501","0,858","0,209","0,827","0,396",,,,,
0,3,female,26,1,0,"16,1",S,0,1,0,0,0,"0,325","1,233",1,,"0,976","0,733","0,697","0,093","0,439","0,369","0,576","0,756",,,,,
1,2,female,4,2,1,39,S,0,1,0,0,1,"0,05","1,602",1,,"0,447","0,388","0,338","0,576","0,506","0,546","0,155","0,170",,,,,
0,2,male,26,0,0,"10,5",S,1,1,0,0,1,"0,325","1,061",1,,"0,366","0,006","0,283","0,024","0,446","0,358","0,339","0,542",,,,,
0,3,male,27,1,0,"14,4542",C,1,0,1,0,0,"0,3375","1,189",1,,"0,410","0,729","0,748","0,584","0,299","0,651","0,688","0,577",,,,,
1,1,male,42,1,0,"52,5542",S,1,1,0,1,0,"0,525","1,729",1,,"0,587","0,112","0,386","0,080","0,891","0,084","0,176","0,909",,,,,
1,3,male,20,1,1,"15,7417",C,1,0,1,0,0,"0,25","1,224",1,,"0,167","0,668","0,843","0,620","0,814","0,529","0,121","0,482",,,,,
0,3,male,21,0,0,"7,8542",S,1,1,0,0,0,"0,2625","0,947",1,,"0,606","0,206","0,282","0,925","0,780","0,063","0,238","0,789",,,,,
0,3,male,21,0,0,"16,1",S,1,1,0,0,0,"0,2625","1,233",1,,"0,259","0,933","0,917","0,501","0,850","0,115","0,409","0,245",,,,,
0,1,male,61,0,0,"32,3208",S,1,1,0,1,0,"0,7625","1,523",1,,"0,093","0,264","0,911","0,355","0,115","0,307","0,458","0,957",,,,,
0,2,male,57,0,0,"12,35",Q,1,0,0,0,1,"0,7125","1,125",1,,"0,191","0,143","0,105","0,828","0,637","0,371","0,509","0,991",,,,,
1,1,female,21,0,0,"77,9583",S,0,1,0,1,0,"0,2625","1,897",1,,"0,759","0,975","0,066","0,999","0,806","0,663","0,488","0,474",,,,,
0,3,male,26,0,0,"7,8958",S,1,1,0,0,0,"0,325","0,949",1,,"0,071","0,452","0,577","0,399","0,565","0,553","0,803","0,761",,,,,
0,3,male,,0,0,7.7333,Q,,,,,,,,,,,,,,,,,,,,,,
1,1,male,80,0,0,30,S,1,1,0,1,0,1,"1,491",1,,"0,785","0,886","0,854","0,933","0,671","0,748","0,441","0,223",,,,,
0,3,male,51,0,0,"7,0542",S,1,1,0,0,0,"0,6375","0,906",1,,"0,892","0,201","0,444","0,052","0,176","0,146","0,753","0,374",,,,,
1,1,male,32,0,0,"30,5",C,1,0,1,1,0,"0,4","1,498",1,,"0,622","0,364","0,046","0,752","0,859","0,426","0,469","0,164",,,,,
0,1,male,,0,0,0,S,,,,,,,,,,,,,,,,,,,,,,
0,3,female,9,3,2,"27,9",S,0,1,0,0,0,"0,1125","1,461",1,,"0,410","0,178","0,506","0,296","0,645","0,889","0,093","0,435",,,,,
1,2,female,28,0,0,13,S,0,1,0,0,1,"0,35","1,146",1,,"0,144","0,362","0,640","0,272","0,709","0,303","0,887","0,221",,,,,
0,3,male,32,0,0,7925,S,1,1,0,0,0,"0,4","3,899",1,,"0,800","0,031","0,044","0,289","0,817","0,281","0,680","0,165",,,,,
0,2,male,31,1,1,"26,25",S,1,1,0,0,1,"0,3875","1,435",1,,"0,514","0,740","0,007","0,191","0,705","0,898","0,348","0,937",,,,,
0,3,female,41,0,5,"39,6875",S,0,1,0,0,0,"0,5125","1,609",1,,"0,827","0,743","0,121","0,599","0,777","0,304","0,517","0,172",,,,,
0,3,male,,1,0,16.1,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,20,0,0,"7,8542",S,1,1,0,0,0,"0,25","0,947",1,,"0,189","0,200","0,324","0,973","0,618","0,601","0,252","0,172",,,,,
1,1,female,24,0,0,"69,3",C,0,0,1,1,0,"0,3","1,847",1,,"0,192","0,191","0,013","0,239","0,557","0,835","0,142","0,183",,,,,
0,3,female,2,3,2,"27,9",S,0,1,0,0,0,"0,025","1,461",1,,"0,388","0,434","0,211","0,831","0,271","0,327","0,884","0,140",,,,,
1,3,male,,0,0,56.4958,S,,,,,,,,,,,,,,,,,,,,,,
1,3,female,"0,75",2,1,"19,2583",C,0,0,1,0,0,"0,009375","1,307",1,,"0,806","0,773","0,314","0,045","0,207","0,640","0,761","0,073",,,,,
1,1,male,48,1,0,"76,7292",C,1,0,1,1,0,"0,6","1,891",1,,"0,793","0,469","0,831","0,387","0,476","0,169","0,096","0,879",,,,,
0,3,male,19,0,0,"7,8958",S,1,1,0,0,0,"0,2375","0,949",1,,"0,365","0,653","0,304","0,187","0,711","0,042","0,134","0,590",,,,,
1,1,male,56,0,0,"35,5",C,1,0,1,1,0,"0,7","1,562",1,,"0,239","0,766","0,344","0,680","0,523","0,333","0,070","0,347",,,,,
0,3,male,,0,0,7.55,S,,,,,,,,,,,,,,,,,,,,,,
1,3,female,23,0,0,"7,55",S,0,1,0,0,0,"0,2875","0,932",1,,"0,101","0,737","0,894","0,821","0,708","0,910","0,728","0,056",,,,,
0,3,male,,0,0,7.8958,S,,,,,,,,,,,,,,,,,,,,,,
1,2,female,18,0,1,23,S,0,1,0,0,1,"0,225","1,380",1,,"0,141","0,755","0,554","0,857","0,157","0,010","0,498","0,784",,,,,
0,3,male,21,0,0,"8,4333",S,1,1,0,0,0,"0,2625","0,975",1,,"0,594","0,924","0,061","0,209","0,461","0,154","0,894","0,689",,,,,
1,3,female,,0,0,7.8292,Q,,,,,,,,,,,,,,,,,,,,,,
0,3,female,18,0,0,"6,75",Q,0,0,0,0,0,"0,225","0,889",1,,"0,798","0,243","0,699","0,620","0,147","0,156","0,913","0,783",,,,,
0,2,male,24,2,0,"73,5",S,1,1,0,0,1,"0,3","1,872",1,,"0,133","0,101","0,806","0,778","0,235","0,952","0,217","0,857",,,,,
0,3,male,,0,0,7.8958,S,,,,,,,,,,,,,,,,,,,,,,
0,3,female,32,1,1,"15,5",Q,0,0,0,0,0,"0,4","1,217",1,,"0,324","0,329","0,328","0,011","0,116","0,569","0,861","0,133",,,,,
0,2,male,23,0,0,13,S,1,1,0,0,1,"0,2875","1,146",1,,"0,123","0,583","0,792","0,728","0,543","0,853","0,994","0,353",,,,,
0,1,male,58,0,2,113275,C,1,0,1,1,0,"0,725","5,054",1,,"0,590","0,538","0,548","0,298","0,898","0,010","0,459","0,615",,,,,
1,1,male,50,2,0,"133,65",S,1,1,0,1,0,"0,625","2,129",1,,"0,296","0,266","0,851","0,332","0,042","0,336","0,491","0,089",,,,,
0,3,male,40,0,0,7225,C,1,0,1,0,0,"0,5","3,859",1,,"0,435","0,922","0,204","0,409","0,767","0,917","0,438","0,549",,,,,
0,1,male,47,0,0,"25,5875",S,1,1,0,1,0,"0,5875","1,425",1,,"0,709","0,309","0,524","0,239","0,590","0,504","0,072","0,961",,,,,
0,3,male,36,0,0,"7,4958",S,1,1,0,0,0,"0,45","0,929",1,,"0,553","0,115","0,710","0,304","0,649","0,874","0,180","0,951",,,,,
1,3,male,20,1,0,7925,S,1,1,0,0,0,"0,25","3,899",1,,"0,292","0,366","0,128","0,045","0,686","0,578","0,482","0,536",,,,,
0,2,male,32,2,0,"73,5",S,1,1,0,0,1,"0,4","1,872",1,,"0,840","0,624","0,244","0,164","0,887","0,603","0,595","0,199",,,,,
0,2,male,25,0,0,13,S,1,1,0,0,1,"0,3125","1,146",1,,"0,236","0,735","0,428","0,187","0,036","0,687","0,799","0,439",,,,,
0,3,male,,0,0,7775,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,43,0,0,"8,05",S,1,1,0,0,0,"0,5375","0,957",1,,"0,637","0,080","0,285","0,943","0,509","0,280","0,611","0,749",,,,,
1,1,female,,1,0,52,S,,,,,,,,,,,,,,,,,,,,,,
1,2,female,40,1,1,39,S,0,1,0,0,1,"0,5","1,602",1,,"0,338","0,341","0,872","0,670","0,903","0,143","0,447","0,874",,,,,
0,1,male,31,1,0,52,S,1,1,0,1,0,"0,3875","1,724",1,,"0,163","0,256","0,478","0,449","0,713","0,963","0,437","0,109",,,,,
0,2,male,70,0,0,"10,5",S,1,1,0,0,1,"0,875","1,061",1,,"0,331","0,236","0,369","0,166","0,440","0,753","0,276","0,038",,,,,
1,2,male,31,0,0,13,S,1,1,0,0,1,"0,3875","1,146",1,,"0,117","0,525","0,179","0,740","0,766","0,278","0,142","0,167",,,,,
0,2,male,,0,0,0,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,18,0,0,7775,S,1,1,0,0,0,"0,225","3,891",1,,"0,315","0,530","0,231","0,789","0,163","0,298","0,434","0,325",,,,,
0,3,male,"24,5",0,0,"8,05",S,1,1,0,0,0,"0,30625","0,957",1,,"0,512","0,252","0,915","0,262","0,006","0,614","0,214","0,891",,,,,
1,3,female,18,0,0,"9,8417",S,0,1,0,0,0,"0,225","1,035",1,,"0,125","0,730","0,488","0,660","0,007","0,896","0,105","0,959",,,,,
0,3,female,43,1,6,"46,9",S,0,1,0,0,0,"0,5375","1,680",1,,"0,249","0,292","0,181","0,419","0,558","0,567","0,235","0,480",,,,,
1,1,male,36,0,1,"512,3292",C,1,0,1,1,0,"0,45","2,710",1,,"0,953","0,920","0,750","0,263","0,639","0,356","0,872","0,600",,,,,
0,3,female,,0,0,8.1375,Q,,,,,,,,,,,,,,,,,,,,,,
1,1,male,27,0,0,"76,7292",C,1,0,1,1,0,"0,3375","1,891",1,,"0,967","0,314","0,518","0,672","0,648","0,872","0,995","0,728",,,,,
0,3,male,20,0,0,9225,S,1,1,0,0,0,"0,25","3,965",1,,"0,868","0,865","0,875","0,300","0,559","0,265","0,638","0,282",,,,,
0,3,male,14,5,2,"46,9",S,1,1,0,0,0,"0,175","1,680",1,,"0,848","0,814","0,667","0,135","0,527","0,421","0,683","0,826",,,,,
0,2,male,60,1,1,39,S,1,1,0,0,1,"0,75","1,602",1,,"0,192","0,923","0,878","0,873","0,990","0,323","0,929","0,296",,,,,
0,2,male,25,1,2,"41,5792",C,1,0,1,0,1,"0,3125","1,629",1,,"0,796","0,646","0,197","0,319","0,411","0,801","0,252","0,835",,,,,
0,3,male,14,4,1,"39,6875",S,1,1,0,0,0,"0,175","1,609",1,,"0,675","0,106","0,998","0,755","0,894","0,493","0,839","0,487",,,,,
0,3,male,19,0,0,"10,1708",S,1,1,0,0,0,"0,2375","1,048",1,,"0,981","0,531","0,393","0,168","0,136","0,708","0,736","0,158",,,,,
0,3,male,18,0,0,"7,7958",S,1,1,0,0,0,"0,225","0,944",1,,"0,825","0,732","0,360","0,103","0,528","0,493","0,945","0,778",,,,,
1,1,female,15,0,1,"211,3375",S,0,1,0,1,0,"0,1875","2,327",1,,"0,099","0,203","0,699","0,594","0,250","0,150","0,640","0,489",,,,,
1,1,male,31,1,0,57,S,1,1,0,1,0,"0,3875","1,763",1,,"0,625","0,645","0,339","0,485","0,901","0,514","0,839","0,662",,,,,
1,3,female,4,0,1,"13,4167",C,0,0,1,0,0,"0,05","1,159",1,,"0,236","0,466","0,010","0,732","0,451","0,799","0,512","0,635",,,,,
1,3,male,,0,0,56.4958,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,25,0,0,7225,C,1,0,1,0,0,"0,3125","3,859",1,,"0,234","0,211","0,458","0,295","0,162","0,867","0,330","0,229",,,,,
0,1,male,60,0,0,"26,55",S,1,1,0,1,0,"0,75","1,440",1,,"0,489","0,654","0,653","0,899","0,482","0,047","0,486","0,756",,,,,
0,2,male,52,0,0,"13,5",S,1,1,0,0,1,"0,65","1,161",1,,"0,798","0,256","0,835","0,879","0,343","0,867","0,438","0,283",,,,,
0,3,male,44,0,0,"8,05",S,1,1,0,0,0,"0,55","0,957",1,,"0,441","0,700","0,154","0,454","0,738","0,161","0,606","0,845",,,,,
1,3,female,,0,0,7.7333,Q,,,,,,,,,,,,,,,,,,,,,,
0,1,male,49,1,1,"110,8833",C,1,0,1,1,0,"0,6125","2,049",1,,"0,336","0,106","0,365","0,194","0,683","0,695","0,727","0,114",,,,,
0,3,male,42,0,0,"7,65",S,1,1,0,0,0,"0,525","0,937",1,,"0,206","0,107","0,864","0,522","0,990","0,394","0,512","0,928",,,,,
1,1,female,18,1,0,227525,C,0,0,1,1,0,"0,225","5,357",1,,"0,067","0,200","0,774","0,776","0,147","0,340","0,863","0,955",,,,,
1,1,male,35,0,0,"26,2875",S,1,1,0,1,0,"0,4375","1,436",1,,"0,923","0,658","0,633","0,776","0,018","0,431","0,607","0,520",,,,,
0,3,female,18,0,1,"14,4542",C,0,0,1,0,0,"0,225","1,189",1,,"0,454","0,519","0,662","0,166","0,702","0,430","0,638","0,267",,,,,
0,3,male,25,0,0,"7,7417",Q,1,0,0,0,0,"0,3125","0,942",1,,"0,593","0,515","0,384","0,361","0,297","0,844","0,140","0,704",,,,,
0,3,male,26,1,0,"7,8542",S,1,1,0,0,0,"0,325","0,947",1,,"0,100","0,963","0,718","0,219","0,188","0,873","0,139","0,180",,,,,
0,2,male,39,0,0,26,S,1,1,0,0,1,"0,4875","1,431",1,,"0,207","0,601","0,758","0,942","0,729","0,493","0,222","0,452",,,,,
1,2,female,45,0,0,"13,5",S,0,1,0,0,1,"0,5625","1,161",1,,"0,647","0,619","0,804","0,710","0,326","0,222","0,040","0,346",,,,,
1,1,male,42,0,0,"26,2875",S,1,1,0,1,0,"0,525","1,436",1,,"0,019","0,917","0,580","0,373","0,666","0,337","0,378","0,733",,,,,
1,1,female,22,0,0,"151,55",S,0,1,0,1,0,"0,275","2,183",1,,"0,379","0,521","0,526","0,835","0,380","0,724","0,861","0,286",,,,,
1,3,male,,1,1,15.2458,C,,,,,,,,,,,,,,,,,,,,,,
1,1,female,24,0,0,"49,5042",C,0,0,1,1,0,"0,3","1,703",1,,"0,254","0,788","0,076","0,949","0,600","0,031","0,055","0,851",,,,,
0,1,male,,0,0,26.55,S,,,,,,,,,,,,,,,,,,,,,,
1,1,male,48,1,0,52,S,1,1,0,1,0,"0,6","1,724",1,,"0,602","0,142","0,784","0,123","0,316","0,396","0,249","0,018",,,,,
0,3,male,29,0,0,"9,4833",S,1,1,0,0,0,"0,3625","1,020",1,,"0,214","0,990","0,357","0,630","0,859","0,550","0,403","0,761",,,,,
0,2,male,52,0,0,13,S,1,1,0,0,1,"0,65","1,146",1,,"0,111","0,913","0,434","0,981","0,393","0,048","0,725","0,446",,,,,
0,3,male,19,0,0,"7,65",S,1,1,0,0,0,"0,2375","0,937",1,,"0,999","0,376","0,544","0,217","0,781","0,875","0,503","0,497",,,,,
1,1,female,38,0,0,227525,C,0,0,1,1,0,"0,475","5,357",1,,"0,995","0,757","0,917","0,068","0,654","0,439","0,396","0,218",,,,,
1,2,female,27,0,0,"10,5",S,0,1,0,0,1,"0,3375","1,061",1,,"0,149","0,759","0,326","0,532","0,517","0,665","0,023","0,012",,,,,
0,3,male,,0,0,15.5,Q,,,,,,,,,,,,,,,,,,,,,,
0,3,male,33,0,0,7775,S,1,1,0,0,0,"0,4125","3,891",1,,"0,062","0,189","0,004","0,059","0,624","0,534","0,491","0,021",,,,,
1,2,female,6,0,1,33,S,0,1,0,0,1,"0,075","1,531",1,,"0,781","0,209","0,376","0,967","0,647","0,662","0,678","0,402",,,,,
0,3,male,17,1,0,"7,0542",S,1,1,0,0,0,"0,2125","0,906",1,,"0,512","0,072","0,649","0,785","0,999","0,902","0,888","0,014",,,,,
0,2,male,34,0,0,13,S,1,1,0,0,1,"0,425","1,146",1,,"0,878","0,257","0,639","0,494","0,831","0,285","0,950","0,084",,,,,
0,2,male,50,0,0,13,S,1,1,0,0,1,"0,625","1,146",1,,"0,699","0,494","0,160","0,398","0,379","0,148","0,819","0,392",,,,,
1,1,male,27,1,0,"53,1",S,1,1,0,1,0,"0,3375","1,733",1,,"0,735","0,958","0,634","0,360","0,080","0,019","0,813","0,892",,,,,
0,3,male,20,0,0,"8,6625",S,1,1,0,0,0,"0,25","0,985",1,,"0,392","0,970","0,541","0,140","0,469","0,381","0,538","0,395",,,,,
1,2,female,30,3,0,21,S,0,1,0,0,1,"0,375","1,342",1,,"0,659","0,405","0,159","0,760","0,882","0,022","0,409","0,244",,,,,
1,3,female,,0,0,7.7375,Q,,,,,,,,,,,,,,,,,,,,,,
0,2,male,25,1,0,26,S,1,1,0,0,1,"0,3125","1,431",1,,"0,403","0,724","0,477","0,894","0,746","0,089","0,952","0,825",,,,,
0,3,female,25,1,0,7925,S,0,1,0,0,0,"0,3125","3,899",1,,"0,474","0,389","0,912","0,863","0,892","0,714","0,416","0,676",,,,,
1,1,female,29,0,0,"211,3375",S,0,1,0,1,0,"0,3625","2,327",1,,"0,079","0,289","0,458","0,352","0,028","0,603","0,611","0,065",,,,,
0,3,male,11,0,0,"18,7875",C,1,0,1,0,0,"0,1375","1,296",1,,"0,264","0,423","0,784","0,068","0,363","0,920","0,078","0,118",,,,,
0,2,male,,0,0,0,S,,,,,,,,,,,,,,,,,,,,,,
0,2,male,23,0,0,13,S,1,1,0,0,1,"0,2875","1,146",1,,"0,946","0,171","0,783","0,194","0,113","0,702","0,670","0,185",,,,,
0,2,male,23,0,0,13,S,1,1,0,0,1,"0,2875","1,146",1,,"0,801","0,690","0,383","0,519","0,160","0,928","0,533","0,754",,,,,
0,3,male,"28,5",0,0,"16,1",S,1,1,0,0,0,"0,35625","1,233",1,,"0,167","0,665","0,648","0,906","0,045","0,378","0,622","0,644",,,,,
0,3,female,48,1,3,34375,S,0,1,0,0,0,"0,6","4,536",1,,"0,980","0,925","0,718","0,696","0,850","0,336","0,766","0,116",,,,,
1,1,male,35,0,0,"512,3292",C,1,0,1,1,0,"0,4375","2,710",1,,"0,745","0,343","0,466","0,905","0,221","0,037","0,261","0,672",,,,,
0,3,male,,0,0,7.8958,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,,0,0,7.8958,S,,,,,,,,,,,,,,,,,,,,,,
1,1,male,,0,0,30,S,,,,,,,,,,,,,,,,,,,,,,
0,1,male,36,1,0,"78,85",S,1,1,0,1,0,"0,45","1,902",1,,"0,517","0,328","0,166","0,894","0,281","0,656","0,677","0,735",,,,,
1,1,female,21,2,2,262375,C,0,0,1,1,0,"0,2625","5,419",1,,"0,197","0,333","0,983","0,594","0,860","0,722","0,945","0,928",,,,,
0,3,male,24,1,0,"16,1",S,1,1,0,0,0,"0,3","1,233",1,,"0,140","0,397","0,854","0,929","0,088","0,081","0,954","0,802",,,,,
1,3,male,31,0,0,7925,S,1,1,0,0,0,"0,3875","3,899",1,,"0,848","0,444","0,535","0,148","0,396","0,038","0,734","0,507",,,,,
0,1,male,70,1,1,71,S,1,1,0,1,0,"0,875","1,857",1,,"0,286","0,198","0,822","0,414","0,093","0,069","0,166","0,395",,,,,
0,3,male,16,1,1,"20,25",S,1,1,0,0,0,"0,2","1,327",1,,"0,995","0,985","0,583","0,361","0,141","0,569","0,848","0,631",,,,,
1,2,female,30,0,0,13,S,0,1,0,0,1,"0,375","1,146",1,,"0,126","0,426","0,590","0,826","0,550","0,344","0,696","0,308",,,,,
0,1,male,19,1,0,"53,1",S,1,1,0,1,0,"0,2375","1,733",1,,"0,694","0,628","0,108","0,711","0,759","0,935","0,672","0,369",,,,,
0,3,male,31,0,0,"7,75",Q,1,0,0,0,0,"0,3875","0,942",1,,"0,842","0,344","0,760","0,828","0,405","0,875","0,412","0,960",,,,,
1,2,female,4,1,1,23,S,0,1,0,0,1,"0,05","1,380",1,,"0,128","0,779","0,237","0,251","0,335","0,920","0,498","0,309",,,,,
1,3,male,6,0,1,12475,S,1,1,0,0,0,"0,075","4,096",1,,"0,330","0,048","0,464","0,603","0,862","0,373","0,278","0,721",,,,,
0,3,male,33,0,0,"9,5",S,1,1,0,0,0,"0,4125","1,021",1,,"0,927","0,337","0,907","0,145","0,310","0,314","0,840","0,770",,,,,
0,3,male,23,0,0,"7,8958",S,1,1,0,0,0,"0,2875","0,949",1,,"0,992","0,670","0,366","0,186","0,251","0,287","0,519","0,074",,,,,
1,2,female,48,1,2,65,S,0,1,0,0,1,"0,6","1,820",1,,"0,082","0,686","0,294","0,520","0,392","0,833","0,312","0,047",,,,,
1,2,male,"0,67",1,1,"14,5",S,1,1,0,0,1,"0,008375","1,190",1,,"0,023","0,943","0,298","0,543","0,315","0,269","0,532","0,141",,,,,
0,3,male,28,0,0,"7,7958",S,1,1,0,0,0,"0,35","0,944",1,,"0,590","0,077","0,940","0,739","0,516","0,022","0,916","0,640",,,,,
0,2,male,18,0,0,"11,5",S,1,1,0,0,1,"0,225","1,097",1,,"0,027","0,796","0,248","0,519","0,554","0,644","0,667","0,406",,,,,
0,3,male,34,0,0,"8,05",S,1,1,0,0,0,"0,425","0,957",1,,"0,969","0,121","0,789","0,773","0,363","0,159","0,444","0,376",,,,,
1,1,female,33,0,0,"86,5",S,0,1,0,1,0,"0,4125","1,942",1,,"0,924","0,585","0,101","0,575","0,472","0,005","0,677","0,247",,,,,
0,3,male,,0,0,14.5,S,,,,,,,,,,,,,,,,,,,,,,
0,3,male,41,0,0,7125,S,1,1,0,0,0,"0,5125","3,853",1,,"0,888","0,949","0,905","0,087","0,757","0,767","0,211","0,947",,,,,
1,3,male,20,0,0,"7,2292",C,1,0,1,0,0,"0,25","0,915",1,,"0,908","0,623","0,860","0,686","0,448","0,922","0,287","0,834",,,,,
1,1,female,36,1,2,120,S,0,1,0,1,0,"0,45","2,083",1,,"0,036","0,199","0,058","0,037","0,685","0,243","0,083","0,139",,,,,
0,3,male,16,0,0,7775,S,1,1,0,0,0,"0,2","3,891",1,,"0,681","0,675","0,621","0,602","0,412","0,201","0,408","0,753",,,,,
1,1,female,51,1,0,"77,9583",S,0,1,0,1,0,"0,6375","1,897",1,,"0,690","0,590","0,315","0,353","0,819","0,304","0,130","0,236",,,,,
0,1,male,,0,0,39.6,C,,,,,,,,,,,,,,,,,,,,,,
0,3,female,"30,5",0,0,"7,75",Q,0,0,0,0,0,"0,38125","0,942",1,,"0,184","0,551","0,531","0,631","0,158","0,884","0,167","0,417",,,,,
0,3,male,,1,0,24.15,Q,,,,,,,,,,,,,,,,,,,,,,
0,3,male,32,0,0,"8,3625",S,1,1,0,0,0,"0,4","0,971",1,,"0,324","0,008","0,109","0,172","0,520","0,188","0,376","0,561",,,,,
0,3,male,24,0,0,"9,5",S,1,1,0,0,0,"0,3","1,021",1,,"0,643","0,636","0,318","0,751","0,934","0,886","0,450","0,191",,,,,
0,3,male,48,0,0,"7,8542",S,1,1,0,0,0,"0,6","0,947",1,,"0,465","0,487","0,956","0,650","0,858","0,828","0,241","0,521",,,,,
